"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=7492744,7279535,7129299,7101633,7097194,6840196,6256260,6225359,6215759,6129046,5653660,5570010,5509469,7877182,7841487,7832130,7828856,7818728,7813429,7403967,7815054,7808098,7750610,7784040,7764391,7744365,7583017,7578487,7467436,7560952,7556193,7482658,7495388,7486690,7434427,7390563,7371633,7373467,7340044,7329648,7301653,7294140,7279524,7279332,7271354,7244585,7208265,7161824,7161832,7159519,7151907,7151926,7124626,7111555,7102233,7090603,7052418,7006734,7058453,7020689,6996193,6924484,6913971,6907395,6848746,6840176,6803195,6719704,6705424,6669006,6492470,6488073,6481240,6480950,6413563,6392580,6389225,6339517,6145653,6257116,6224781,6176587,6177109,6114210,5741377,5636419,4732159,7583767,7057679,6957144,7804511,7764361,7757056,7601521,7583061,7582638,7560551,7560548,7519559,7456674,7401457,7377858,7282220,7261090,7238032,7208269,7086960,7086812,7045288,7044997,7016584,7013196,6998774,6913248,6914128,6909338,6878716,6867530,6802619,6742803,6724113,6705163,6690826,6642919,6633897,6272891,6261018,6249901,6249904,6245736,6173511,6137532,6120137,6083632,6031169,5967459,5719709,5491203,5286166,5195324,7892444,7890304,7889324,7889276,7881799,7880361,7881389,7876208,7546861,7501894,7867355,7868326,7868328,7866470,7858534,7849551,7849385,7844811,7845277,7848020,7844021,7847108,7832061,7830719,7832872,7819179,7813213,7816822,7816824,7802515,7798591,7798592,7800001,7801596,7780259,7795399,7793638,7793378,7792930,7790233,7790261,7790235,7790237,7790303,7790231,7790228,7784091,7777909,7776604,7776602,7774942,7776601,7774703,7776598,7776606,7776599,7757096,7757139,7757076,7757142,7763386,7757067,7759816,7759183,7760742,7761098,7759337,7755422,7743442,7746367,7745147,7737546,7733661,7734049,7731693,7725000,7718216,7592093,7582999,7579767,7580812,7575205,7575289,7575839,7573157,7568961,7350228,7561390,7562713,7558510,7557399,7551588,7549316,7548853,7550873,7548876,7551610,7552183,7545305,7545923,7545898,7545916,7542934,7537067,7536499,7538313,7529525,7529965,7530061,7529571,7521103,7523582,7519246,7516385,7516130,7508099,7502559,7498096,7496175,7497838,7214266,7487749,7487342,7487738,7484196,7474725,7473389,7470948,7165664,7462548,7454548,7451838,7447641,7441027,7432173,7427867,7423023,7423280,7424204,7424450,7418771,7413855,7418809,7404662,7402311,7402060,7399162,7396543,7398709,7391355,7384376,7382326,7378609,7380576,7372682,7366942,7371481,7373215,7371523,7371478,7371488,7371474,7367414,7366831,7363582,7365005,7354019,7354021,7354254,7354250,7354018,7271006,7342621,7345390,7342639,7333648,7329755,7330665,7325398,7325508,7314695,7310768,7307789,7301582,7298019,7298089,7295892,7281991,7279523,7284031,7277244,7273442,7251449,7248088,7231008,7226703,7219724,7224817,7226691,7225615,7219710,7226690,7218570,7214136,7210475,7210423,7196507,7193238,7175757,7175773,7175819,7175744,7169853,7166057,7166229,7163769,7159512,7160575,7150798,7148524,7129438,7124783,7127391,7116844,7113473,7114484,7107254,7096181,7090590,7092923,7083971,7087296,7079270,7015601,7057681,6853392,7055942,7060735,7014315,7073411,7065585,7065042,7062509,7059670,7060081,7057438,7053321,7051787,7048870,7045722,7044989,7044103,7042718,7037737,7037233,7037232,7033055,7034802,7030597,7031107,7028032,7028182,7027599,7026289,7024620,7018606,7019292,7017644,7015925,7005212,7002408,6997572,6994118,6981542,6976251,6973743,6972553,6973655,6969503,6973581,6973810,6973616,6968367,6966964,6955306,6949344,6945686,6942764,6933461,6927661,6921886,6917443,6918175,6914691,6907211,6910516,6907157,6907168,6903144,6876953,6869142,6869141,6868422,6867562,6857834,6847831,6846922,6842275,6837656,6834956,6830910,6829985,6824650,6825021,6822423,6803166,6803127,6798870,6776008,6766552,6758591,6755280,6756054,6756877,6740256,6645373,6726227,6726744,6728883,6722575,6724524,6719282,6716400,6701466,6705399,6696040,6697184,6700526,6691569,6685385,6686243,6680030,6682102,6664259,6664574,6664573,6664265,6664270,6664326,6664320,6664292,6664576,6664567,6650415,6643315,6637176,6631180,6630612,6629942,6629655,6617612,6603648,6595978,6574680,6569083,6567422,6553932,6550259,6550519,6524399,6513442,6494498,6491284,6459717,6427281,6424962,6375774,6417614,6419529,6398208,6386393,6386768,6379702,6378352,6379903,6376536,6359111,6354613,6343054,6341411,6320742,6301182,6296063,6296066,6270756,6269471,6263815,6263819,6261020,6258444,6257275,6228986,6215740,6215727,6201212,6200718,6201213,6197123,6197619,6189939,6184849,6185343,6164436,6151526,6147465,6139100,6123523,6119642,6118734,6114927,6079428,6056772,6045021,6045151,5976161,5967535,5961968,5928677,5928699,5936565,5778042,5741430,5739270,5509197,5174204,4813878,1507419,576280,7880273,7878182,7866710,7858181,7849607,7791813,7777933,7776559,7695005,7577597,7560860,7555089,7545111,7519367,7515595,7509362,7507337,7468880,7453770,7449653,7444021,7373856,7339250,7250200,7155783,7152194,7133056,7062780,7036461,7021006,7016003,7010193,6998248,6926414,6918779,6900664,6893957,6840034,6808551,6757875,6707153,6664651,6653264,6648898,6643813,6575231,6554165,6530283,6353470,6295472,6223663,6141704,6107961,5966623,5928657,5743366,5731570,5631785",4/22/17 12:55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Get Twitter information: A collaborative Android application for big data analysis,H. Kaur; M. Talluri; J. S. He,"Computer Science, Kennesaw State University, Kennesaw, GA, USA",2015 International Conference on Collaboration Technologies and Systems (CTS),20150820,2015,,,483,484,"Data analysis is considered as a prevalent as well as critical business need due to the blowup of big data and advent of cloud computing platform. Mobile applications consume huge amount of data gathered from heterogeneous big data repositories and provide us with meaningful insights from it. These applications include business finance, investment and social networks etc. Social data analysis is one of the very important area where big data plays a crucial role. Therefore, we collaboratively analyzed the social data and used it to develop an android mobile application called Get Tweet Information (GTI) to extract tweets from the Twitter using Twitter API. This application initially asks the user for the search keyword and then it analyse the whole Twitter database to find all the tweets that contains input keyword. Along with the tweets, the user can also get additional information including the username of the person who posted the tweet, timestamp, count of retweets for a particular tweet, location, description and timeline of the user who posted the tweet.",,CD-ROM:978-1-4673-7646-4; Electronic:978-1-4673-7648-8; POD:978-1-4673-7649-5,10.1109/CTS.2015.7210475,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7210475,Android Mobile application;Big Data Analysis;Social Networks;Twitter API,Androids;Big data;Data mining;Humanoid robots;Java;Twitter,Big Data;application program interfaces;cloud computing;data analysis;mobile computing;social networking (online),Android mobile application;Big Data analysis;GTI;Get Tweet Information;Get Twitter Information;Twitter API;Twitter database;cloud computing platform;collaborative Android application;heterogeneous Big Data repositories;keyword search;mobile applications;social data analysis;tweet extraction,,0,,7,,,1-5 June 2015,,IEEE,IEEE Conference Publications
Toward QoS-Aware Cloud Robotic Applications: A Hybrid Architecture and Its Implementation,Y. Li; H. Wang; B. Ding; P. Shi; X. Liu,"Coll. of Comput., Nat. Univ. of Defense Technol., ChangSha, China","2016 Intl IEEE Conferences on Ubiquitous Intelligence & Computing, Advanced and Trusted Computing, Scalable Computing and Communications, Cloud and Big Data Computing, Internet of People, and Smart World Congress (UIC/ATC/ScalCom/CBDCom/IoP/SmartWorld)",20170116,2016,,,33,40,"Robots have been widely adopted to perform critical tasks in various fields in the past several years. Due to the limitations of its local resources, the capability of a single robot is usually severely restricted. Cloud robotics has been recently proposed to extend the capability of robots by leveraging the rich services provided in cloud. However, robotic applications generally give considerable attention to quality of service (QoS) because these applications interact directly with the physical world. Fulfilling strict QoS requirements while utilizing cloud services, the performance of which is highly unpredictable, is a great challenge. In this paper, we propose a novel hybrid architecture for cloud robotics, named RoboCloud, to address this challenge. Instead of simply integrating robots with public cloud services, RoboCloud introduces a task-specified mission cloud with controllable resources, predictable behavior. The mission cloud can extend the capability of the robot on its specified, predictable tasks without sacrificing QoS. For general tasks beyond the capability of the mission cloud, we opt for public clouds, i.e., various cloud services available on the Internet. We successfully apply this architecture to realize robotic object recognition, which is a fundamental capability of autonomous robots who interact with an open environment. We can minimize the recognition latency of objects that are predicted to appear in a specific task without sacrificing the capability to recognize unfamiliar, unexpected objects by seamlessly integrating a specialized mission cloud, a public object recognition service on the Internet.",,Electronic:978-1-5090-2771-2; POD:978-1-5090-2772-9,10.1109/UIC-ATC-ScalCom-CBDCom-IoP-SmartWorld.2016.0028,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7816824,cloud robotics;mission cloud;mobile cloud computing;object recognition;public cloud,Cloud computing;Computer architecture;Object recognition;Quality of service;Robot kinematics,cloud computing;control engineering computing;object recognition;quality of service;robot programming;robot vision;task analysis,Internet;QoS-aware cloud robotic applications;autonomous robots;critical tasks;hybrid architecture;public object recognition service;quality of service;specialized mission cloud,,,,,,,18-21 July 2016,,IEEE,IEEE Conference Publications
Code mobility for on-demand computational offloading,A. Ferrari; D. Puccinelli; S. Giordano,"Institute for Information Systems and Networking, University of Applied Sciences of Southern Switzerland (SUPSI), Manno, Switzerland","2016 IEEE 17th International Symposium on A World of Wireless, Mobile and Multimedia Networks (WoWMoM)",20160728,2016,,,1,6,Computational offloading is a traditional approach to augment the capabilities of smart devices. It has been shown that offloading is most efficient when carried out within a Local Area Network. Several frameworks have been proposed to tackle this problem but fail to consider that some of the application code may be part of the offloading request. This is a key element in cloudlets where it is virtually impossible to load all the necessary application code a priori on all nodes. It is even more crucial in opportunistic computing where it cannot be known a priori which devices will become the offloading targets.,,Electronic:978-1-5090-2185-7; POD:978-1-5090-2186-4,10.1109/WoWMoM.2016.7523582,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7523582,,Androids;Benchmark testing;Cloud computing;Energy consumption;Humanoid robots;Java;Mobile handsets,local area networks;mobility management (mobile radio),application code;code mobility;local area network;offloading targets;ondemand computational offloading;smart devices,,,,,,,21-24 June 2016,,IEEE,IEEE Conference Publications
Dynamic Collaboration Between Networked Robots and Clouds in Resource-Constrained Environments,P. Pandey; D. Pompili; J. Yi,Dept. of Electrical and Computer Engineering,IEEE Transactions on Automation Science and Engineering,20150403,2015,12,2,471,480,"Underwater mobile sensor networks such as Autonomous Underwater Vehicles (AUVs) or robots are envisioned to enable applications for oceanographic data collection, environmental and pollution monitoring, offshore exploration, and distributed tactical surveillance. These applications require running compute- and data-intensive algorithms that go beyond the capabilities of the individual AUVs that are involved in a mission. To execute these task-parallel algorithms in resource- and time-constrained environments, dynamic and reliable collaboration between local networked robots (e.g., AUVs) and remote public Clouds is needed. To this end, the heterogeneous sensing, computing, communication, and storage capabilities of local and remote resources are exploited to form a â€œloosely coupledâ€ù mobile Cloud, and a novel resource provisioning engine that dynamically takes decisions on â€œwhatâ€ù and â€œwhereâ€ù the tasks should be executed in the mobile Cloud is introduced. Comparison of benefits of collaboration between local and Cloud resources with purely local and centralized approaches are presented through exhaustive computer simulations.",1545-5955;15455955,,10.1109/TASE.2015.2406115,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7055942,Amazon EC2;autonomous underwater vehicles;cloud computing;robot coordination,Algae;Cloud computing;Collaboration;Mobile communication;Robot sensing systems;Vehicles,autonomous underwater vehicles;cloud computing;control engineering computing;decision making;mobile robots;resource allocation;wireless sensor networks,AUV;autonomous underwater vehicle;cloud robotics;decision making;heterogeneous sensing;networked robot;resource provisioning engine;resource-constrained environment;underwater mobile sensor network,,1,,18,,20150306,Apr-15,,IEEE,IEEE Journals & Magazines
Wireless cloud interaction system implement motor control,C. T. Chu; H. K. Chiang; Y. S. Chang,"Chunghwa Telecom Laboratories, No. 99, Dianyan Rd., Yangmei District, Taoyuan City 32661, Taiwan","2016 11th International Microsystems, Packaging, Assembly and Circuits Technology Conference (IMPACT)",20161229,2016,,,325,328,This study presented a wireless cloud interaction control system for stepper motor. Cloud control interaction system is an important technology that is call internet of things. Internet of things is an easy control for our appliances which combined different interaction system. This paper proposed a low cost solution of wireless cloud interaction system with microcontroller. The cloud control system send command signal to microcontroller and microcontroller provide current to drive motor. The experimental results show the wireless human-robot interaction system is viable which control stepper motor system.,,Electronic:978-1-5090-4769-7; POD:978-1-5090-4770-3,10.1109/IMPACT.2016.7800001,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7800001,,Cloud computing;Control systems;Engines;Google;Human-robot interaction;Wireless communication,Internet of Things;cloud computing;control engineering computing;human-robot interaction;machine control;microcontrollers;stepping motors,Internet of things;microcontroller;motor control;stepper motor system;wireless cloud interaction control system;wireless human-robot interaction system,,,,,,,26-28 Oct. 2016,,IEEE,IEEE Conference Publications
An Improved Path Planning for Mobile Robots,F. Zhou,"Coll. of Inf. Technol., Shandong Inst. of Commerce & Technol., Jinan, China",2013 International Conference on Information Science and Cloud Computing Companion,20141204,2013,,,589,594,"Path planning is one of the most important technologies in navigating mobile robot. Which finds an optimal path to reach the destination within the shortest possible time. Based on the Rapidly-exploring Random Tree (RRT) and Particle Swarm Optimizer (PSO), a path planning of the robot is proposed in this paper. The RRT which has strong global search capability algorithm is used to obtain the global navigation path, and the PSO algorithm which as strong local search capability is adopted to get a better path. Computer experiment results show that this novel algorithm can find an optimal path rapidly in short time. A successful obstacle avoidance is achieved, and the model is robust and performs reliably.",,CD-ROM:978-1-4799-1864-5; Electronic:978-1-4799-5245-8; POD:978-1-4799-5246-5,10.1109/ISCC-C.2013.43,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6973655,particle swarm optimizer;path planning;rapidly-exploring random tree;robot,Genetic algorithms;Heuristic algorithms;Mobile robots;Navigation;Particle swarm optimization;Path planning,collision avoidance;mobile robots;navigation;particle swarm optimisation,PSO algorithm;RRT;global navigation path;global search capability algorithm;local search capability;mobile robots;optimal path Planning;particle swarm optimizer;rapidly-exploring random tree;shortest possible time,,0,,20,,,7-8 Dec. 2013,,IEEE,IEEE Conference Publications
Cloud computing for autonomous navigation of unmanned ground vehicle,R. S. Ponmagal; K. Sujatha; T. Godhavari,"Dept. of CSE, Dr. MGR Educational and Research Institute, Chennai, India","2016 International Conference on Electrical, Electronics, and Optimization Techniques (ICEEOT)",20161124,2016,,,3790,3795,"The highlights of this work promise and challenges the utilization of autonomous robots in industry and military field applications. The heterogeneous sensors to sense the environmental information such as temperature, pressure, obstacles are networked together to form a distributed sensor network. It makes a lot of sense to integrate sensor networks with Cloud through Internet, in order to access data from anywhere. Some of the findings require fundamental research to advance the current state of the art, while others point to overlooked factors that should be considered during robot design. The best use of currently available autonomous robots in the defence application appears to be liable, easily deployed system that increases situational awareness with minimal impact on the industrial team's workload. This implies that the robot's mobility must be predictable rather than â€œintelligentâ€ù, must be based on on-board sensing, and easily directed by commanders. In addition, information gathering must be highly refined, with geo-referenced data available in a format that is readily combined with a team's existing infrastructure, typically hardcopy maps. Thus, the robot should be designed as a data gathering system rather than just a mobile vehicle with a camera.",,CD:978-1-4673-9936-4; DVD:978-1-4673-9937-1; Electronic:978-1-4673-9939-5; POD:978-1-4673-9940-1; USB:978-1-4673-9938-8,10.1109/ICEEOT.2016.7755422,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7755422,Fuzzy logic controller;LIDAR;UGV;cloud computing,Cloud computing;Navigation;Robot sensing systems;Temperature sensors;Wireless sensor networks,cloud computing;control engineering computing;data acquisition;image sensors;mobile robots;telerobotics,Internet;autonomous navigation;autonomous robots;camera;cloud computing;data gathering system;defence application;distributed sensor network;environmental information;geo-referenced data;hardcopy maps;heterogeneous sensors;industrial team workload;information gathering;military field applications;mobile vehicle;robot design;robot mobility;situational awareness;unmanned ground vehicle,,,,,,,3-5 March 2016,,IEEE,IEEE Conference Publications
Research on Detection Mechanism of Cloud Security Policy Collision,A. Xiaoguang; L. Xiaofan,"Dept. of Inf. Eng., Jilin Bus. & Technol. Coll., Changchun, China",2016 International Conference on Robots & Intelligent System (ICRIS),20161205,2016,,,341,344,"With the rapid development of information technology, cloud computing has become an important part of the new generation of information industry which is a major change in the information field. Cloud security is a key factor restricting further development of the cloud. The current cloud security issues drew much attention. Security access control resource is a necessary condition for the purpose of achieving efficient sharing of resources. Configured security policy is a prerequisite for secure access and control over resources. When developing a security policy, conflicting policies may be developed in the course of unexpected occurs for policy management or other reasons. The effect of conflicting policy action is completely opposite when the condition part of the policy conflicts. Policy management system can not perform the correct operation of the operating efficiency and it will influence the operating efficiency of the system. Therefore, accurate and efficient detection of conflict between security policy and the security of cloud digestion become an important issue. This thesis introduces the cloud security first, analyze the security problems existing in the cloud and the key technology of encryption technology, access control and virtualization security technology in cloud security technology.",,Electronic:978-1-5090-4155-8; POD:978-1-5090-4156-5,10.1109/ICRIS.2016.71,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7757142,cloud security;conflict;security technology policy;virtualization,Intelligent systems;Robots,authorisation;cloud computing;cryptography;virtualisation,access control;cloud computing;cloud development;cloud security policy collision;configured security policy;encryption technology;information technology;policy management system;security access control resource;virtualization security technology,,,,,,,27-28 Aug. 2016,,IEEE,IEEE Conference Publications
A Virtual Campus Tour Service Using Remote Control Robots on Robot Service Network Protocol,T. Kusu; Y. Ito; T. Kida; T. Shimada; M. Takahashi; Y. Nomoto; Y. Tsuchiya; M. Narita; Y. Kato,"Grad. Sch. of Ind. Technol., Adv. Inst. of Ind. Technol., Tokyo, Japan",2013 27th International Conference on Advanced Information Networking and Applications Workshops,20130701,2013,,,959,964,"Recently, there are increasing interests of integration between robot technologies and Internet services, and various cloud-based service platforms for robots are proposed. From these backgrounds, in this paper, we propose a virtual campus tour service which enables remote users to control robots in school campuses via the Internet. In implementing the service, we use Robot Service Network Protocol (RSNP), which is a common protocol specification for robot services. Therefore, users can operate various remote robots in various campuses via the proposed service. Furthermore, we conduct subjective and objective assessments on camera functions for the service, and verify the effectiveness of the proposed one.",,Electronic:978-0-7695-4952-1; POD:978-1-4673-6239-9; USB:978-0-7695-4952-1,10.1109/WAINA.2013.160,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6550519,RSNP;robot service;service platform;the Internet;web service,Cameras;Internet;Navigation;Robot vision systems;Service robots,cloud computing;control engineering computing;educational institutions;telerobotics,Internet service;RSNP;camera function;cloud-based service platform;objective assessment;protocol specification;remote control robot;robot service network protocol;school campus;subjective assessment;virtual campus tour service,,4,,7,,,25-28 March 2013,,IEEE,IEEE Conference Publications
Remote Surveillance Robot System -- A Robust Framework Using Cloud,A. Sundaram; M. Gupta; V. Rathod; K. Chandrasekaran,"Dept. of Comput. Sci. & Eng., NITK, Mangaluru, India",2015 IEEE International Symposium on Nanoelectronic and Information Systems,20160317,2015,,,213,218,"Today's technology provides a rather convenient way for developer community to develop an integrated network environment for the diversified applications of various robotic systems. Internet based robotic systems have been gaining importance of late and we explore one such application in the field of remote surveillance. Even though direct control has potential difficulties due to unpredictable delay, recent technological advances have reduced this to a large extent. This paper describes a direct model of robot control. The system uses standard protocol and a machine-human interface. Using a Web browser (thin client), a remote user can control the mobile robot to navigate in an enclosure with visual feedback via the Internet. The use of an intuitive user interface permits Internet users to access and control the mobile robot and perform useful tasks remotely, from a different location. The direct mode is implemented with the help of event driven methods which provide complete control over the robot. This paper proposes a model architecture for direct control and discusses an implementation and performance of a networked robot system with the help of Cloud computing.",,Electronic:978-1-4673-9692-9; POD:978-1-4673-9693-6,10.1109/iNIS.2015.47,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7434427,IOT;WebRTC,Cloud computing;Instruments;Robots;Streaming media;Web servers,Internet;cloud computing;control engineering computing;mobile robots;surveillance,Internet;Internet based robotic system;Web browser;cloud computing;machine-human interface;mobile robot;remote surveillance robot system;visual feedback,,,,17,,,21-23 Dec. 2015,,IEEE,IEEE Conference Publications
Object modeling using a ToF camera under an uncertainty reduction approach,S. Foix; G. AlenyÃ ; J. Andrade-Cetto; C. Torras,"Institut de Rob&#x00F2;tica i Inform&#x00E0;tica Industrial, CSIC-UPC, Llorens i Artigas 4-6, 08028 Barcelona, Spain",2010 IEEE International Conference on Robotics and Automation,20100715,2010,,,1306,1312,"Time-of-Flight (ToF) cameras deliver 3D images at 25 fps, offering great potential for developing fast object modeling algorithms. Surprisingly, this potential has not been extensively exploited up to now. A reason for this is that, since the acquired depth images are noisy, most of the available registration algorithms are hardly applicable. A further difficulty is that the transformations between views are in general not accurately known, a circumstance that multi-view object modeling algorithms do not handle properly under noisy conditions. In this work, we take into account both uncertainty sources (in images and camera poses) to generate spatially consistent 3D object models fusing multiple views with a probabilistic approach. We propose a method to compute the covariance of the registration process, and apply an iterative state estimation method to build object models under noisy conditions.",1050-4729;10504729,Electronic:978-1-4244-5040-4; POD:978-1-4244-5038-1,10.1109/ROBOT.2010.5509197,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5509197,,Cameras;Cloud computing;Computer interfaces;Iterative methods;Robot vision systems;Robotics and automation;Solid modeling;Topology;USA Councils;Uncertainty,cameras;image fusion;image registration;iterative methods;probability;state estimation;uncertain systems,3D images;3D object models;ToF camera;fast object modeling algorithms;image registration algorithms;iterative state estimation method;multiple view fusion;multiview object modeling algorithms;probabilistic approach;time-of-flight camera;uncertainty reduction approach,,8,,25,,,3-7 May 2010,,IEEE,IEEE Conference Publications
Table of contents,,,"IISA 2014, The 5th International Conference on Information, Intelligence, Systems and Applications",20140818,2014,,,1,9,The following topics are dealt with: music; virtual reality; information filtering; smart grid; support vector machine; mobile robot; image classification; social network; text analysis; Big Data; wireless network; medical computing; pattern classification; energy market; data mining; health care; distance learning; cultural heritage; machine learning; cloud computing; and security of data.,,Electronic:978-1-4799-6171-9; POD:978-1-4799-6172-6,10.1109/IISA.2014.6878716,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6878716,,,Big Data;cloud computing;data mining;distance learning;health care;history;image classification;information filtering;learning (artificial intelligence);medical computing;mobile robots;music;pattern classification;power markets;radio networks;security of data;smart power grids;social networking (online);support vector machines;text analysis;virtual reality,Big Data;cloud computing;cultural heritage;data mining;distance learning;energy market;health care;image classification;information filtering;machine learning;medical computing;mobile robot;music;pattern classification;security of data;smart grid;social network;support vector machine;text analysis;virtual reality;wireless network,,0,,,,,7-9 July 2014,,IEEE,IEEE Conference Publications
Vehicular cloud computing: A survey,L. Gu; D. Zeng; S. Guo,"Sch. of Comput. Sci. & Eng., Univ. of Aizu, Aizu-Wakamatsu, Japan",2013 IEEE Globecom Workshops (GC Wkshps),20140605,2013,,,403,407,"With the proliferation of automobile industry, vehicles are augmented with various forms of increasingly powerful computation, communication, storage and sensing resources. A vehicle therefore can be regarded as â€œcomputer-on-wheelsâ€ù. With such rich resources, it is of great significance to efficiently utilize these resources. This puts forward the vision of vehicular cloud computing. In this paper, we provide an extensive survey of current vehicular cloud computing research and highlight several key issues of vehicular cloud such as architecture, inherent features, service taxonomy and potential applications.",2166-0077;21660077,Electronic:978-1-4799-2851-4; POD:978-1-4799-2852-1; USB:978-1-4799-2850-7,10.1109/GLOCOMW.2013.6825021,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6825021,,Cloud computing;Computer architecture;Conferences;Robot sensing systems;Vehicles,cloud computing;mobile computing;traffic engineering computing,automobile industry;computer-on-wheels;vehicular cloud computing,,1,,31,,,9-13 Dec. 2013,,IEEE,IEEE Conference Publications
[Front cover],,,2016 2nd International Conference on Communication Control and Intelligent Systems (CCIS),20170316,2016,,,1,1,"The following topics are dealt with: wireless ad hoc network, sensor network and VANET; image, signal, speech processing; robotics; fuzzy logic; artificial neural network; VLSI design, SoC and system optimisation; data mining, high performance computing, cloud computing, cryptography, security and authentication algorithm; and energy management system, thermal power plants, transport, logistics, and management techniques.",,CD:978-1-5090-3209-9; Electronic:978-1-5090-3210-5; POD:978-1-5090-3211-2,10.1109/CCIntelS.2016.7878182,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7878182,,,VLSI;cloud computing;cryptography;data mining;energy management systems;fuzzy logic;image processing;integrated circuit design;logistics;neural nets;optimisation;robots;speech processing;system-on-chip;thermal power stations;transportation;vehicular ad hoc networks;wireless sensor networks,SoC;VANET;VLSI design;artificial neural network;authentication algorithm;cloud computing;cryptography;data mining;energy management system;fuzzy logic;high performance computing;image processing;logistics;management techniques;robotics;security algorithm;signal processing;speech processing;system optimisation;thermal power plants;transport;wireless ad hoc network;wireless sensor network,,,,,,,18-20 Nov. 2016,,IEEE,IEEE Conference Publications
Integration in the physical world in IoT using android mobile phones,M. Thiyagarajan; C. Raveendra,"Research Cell, Nehru Group of Institution, Kuniamuthur, Coimbatore, Tamil Nadu, India - 641 008",2015 International Conference on Green Computing and Internet of Things (ICGCIoT),20160114,2015,,,820,826,"Remote control of home appliances have been studied by various scholars using different technologies. Cost Matrix and the area of operation within the limitation of distances demand for new technology in the implementation of remote control home automation. IoT comes into play to use web services and their compatible android mobile technologies in this context to improve the situation. We have developed algorithms in the distributed environment for storage and retrieval. Also we have the hardware device design and Android Native UI Technology, JSP, mySql for the software design and Amazon Dynamic DB, Amazon web service as a cloud storage. We have designed and developed the model for exhibiting our technological description with snapshot and video output.",,Electronic:978-1-4673-7910-6; POD:978-1-4673-7911-3; USB:978-1-4673-7909-0,10.1109/ICGCIoT.2015.7380576,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7380576,Access Matrix;Circular Token Algorithm;Internet of Things (IoT);IoT Services;Smart Home Automation,Androids;Automata;Humanoid robots;Internet of things;Permission;Smart homes;XML,Internet of Things;Web services;cloud computing;domestic appliances;home automation;mobile handsets;smart phones;storage management;telecontrol,Amazon Dynamic DB;Amazon Web service;Android Native UI Technology;Android mobile phones;Android mobile technologies;IoT;JSP;cloud storage;cost matrix;hardware device design;home appliances;mySql;physical world;remote control home automation;software design;video output,,,,14,,,8-10 Oct. 2015,,IEEE,IEEE Conference Publications
Service-Oriented Computing and Software Integration in Computing Curriculum,Y. Chen; Z. Zhou,"Sch. of Comput., Inf., & Decision Syst. Eng., Arizona State Univ. Tempe, Tempe, AZ, USA",2014 IEEE International Parallel & Distributed Processing Symposium Workshops,20141204,2014,,,1091,1098,"Web software development and cloud computing based on Service-Oriented Architecture (SOA) represent the latest parallel distributed computing theories, practices, and technologies. As a distributed software development diagram, SOA is being taught in many computer science programs. We do not suggest using SOA to replace the currently taught Object-Oriented Computing paradigm. As SOA is based on Object-Oriented Computing, we suggest teaching SOA as the continuation and extension. At Arizona State University, SOA paradigm is incorporated into our Computing Science program since 2006. This paper presents the topics of the related courses and the open resources created for the courses, which are available for public accesses, including textbooks, lecture presentation slides, tests and assignments, software tools, and a repository of components, services and applications.",,Electronic:978-1-4799-4116-2; POD:978-1-4799-4115-5,10.1109/IPDPSW.2014.127,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6969503,Robot as a Service;Service-oriented architecture;computing curriculum;service repository;software integration,Educational institutions;Programming;Robots;Service-oriented architecture;System-on-chip,cloud computing;computer science education;educational courses;object-oriented programming;parallel processing;service-oriented architecture;software tools,Arizona State University;SOA;Web software development;cloud computing;computing curriculum;computing science program;distributed software development diagram;lecture presentation slides;object-oriented computing paradigm;parallel distributed computing theories;public accesses;service-oriented architecture;service-oriented computing;software integration;software tools;textbooks,,2,,27,,,19-23 May 2014,,IEEE,IEEE Conference Publications
